hotel_name,hotel_cityname,hotel_countryname,hotel_starrating,hotel_price,hotel_amenities,hotel_description
Misty Matheran Resorts,Matheran,India,3.4,"3,185","Free Wi-Fi,Room Service,Power Backup",Full Address of property is Bake Villa Bazar pethtal Karjat Dist - Raigad Matheran 410201 (View On Map). This Resort have 3.4 Out of 5 Rating where 3.8 /5 for Hospitality & 3.8 /5 for Location & 3.3 /5 for Child friendliness . Key amenities of this property are Free Wi-Fi & Room Service & Power Backup .
Adamo The Village,Matheran,India,3.4,"3,940","Doctor on Call,Free Wi-Fi,Outdoor Sports","Location of the Hotel is Kasturba Road View On Map ( Kasturba Road, Taluka-Karjat, Matheran, Maharashtra ). It’s a 3 Star Hotel with overall Rating 3.4 Out of 5 where 4.2 /5 for Location & 4 /5 for Food & 3.8 /5 for Hospitality . Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Outdoor Sports ."
Saubhagya Cottage,Matheran,India,3.9,"1,234","Doctor on Call,Free Wi-Fi,Room Service",Full Address of property is Valmik Nagar.Matheran (View On Map). This Hotel have 3.9 Out of 5 Rating where 4.1 /5 for Cleanliness & 4.1 /5 for Room & 4.1 /5 for Value for Money . Key amenities of this property are Doctor on Call & Free Wi-Fi & Room Service .
Girivihar Hotel Matheran,Matheran,India,4.2,"2,553","Doctor on Call,Free Wi-Fi,Outdoor Sports","Location of the Hotel is Near Matheran Train Station View On Map ( M. G. Road,Matheran. ). Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Outdoor Sports ."
Ashok Resort - Pure Veg,Matheran,India,3.1,"2,553","Doctor on Call,Restaurant,Room Service","Full Address of property is Chinoy Road, Near Pay Master Park, Matheran, Maharashtra 410102 (View On Map). This Hotel have 3.1 Out of 5 Rating where 4.4 /5 for Food & 3.8 /5 for Hospitality & 3.7 /5 for Value for Money . Key amenities of this property are Doctor on Call & Restaurant & Room Service ."
Hotel Paramount,Matheran,India,3.2,"1,739","Restaurant,Indoor Games,Room Service",Top Facilities of this Hotel are Restaurant & Indoor Games & Room Service .
Flora Cottage -3 BHK Luxury Cottage,Matheran,India,4.4,"2,961","Doctor on Call,Caretaker,Living Room",Full Address of property is H NO 747 4 SHIVAJI NAGAR MATHERAN 410201 near by main market (View On Map). This Cottage have 4.4 Out of 5 Rating where 4.2 /5 for Location & 3.8 /5 for Security & 3.7 /5 for Cleanliness . Key amenities of this property are Doctor on Call & Caretaker & Living Room .
THE WAYSIDE INN,Matheran,India,2.8,"1,564","Doctor on Call,Free Wi-Fi,Restaurant","Location of the Hotel is Neral - Matheran Road View On Map ( Plot No.201, The Wayside Inn,Matheran Dist Raigad, Maharashtra ). It’s a 3 Star Hotel with overall Rating 2.8 Out of 5 where 3.8 /5 for Hospitality & 3.4 /5 for Food & 3 /5 for Security . Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Restaurant ."
The Hermitage Resort,Matheran,India,3.6,"3,738",",,","Full Address of property is Maulana azad road Near echo point,Matheran (View On Map). This Hotel have 3.6 Out of 5 Rating where 3.8 /5 for Cleanliness & 3.8 /5 for Value for Money & 3.8 /5 for Room . Key amenities of this property are Free Parking ."
"Radha Cottage, Matheran",Matheran,India,3.7,"4,254","Doctor on Call,Free Wi-Fi,Restaurant","Location of the Hotel is Near Matheran Train Station View On Map ( Near Pandey Play Ground, Pandey Road, Matheran. ). It’s a 3 Star Hotel with overall Rating 3.7 Out of 5 where 5 /5 for Child friendliness & 4 /5 for Hospitality & 3.8 /5 for Room . Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Restaurant ."
The Ashok,Delhi,India,3.9,"8,075","Doctor on Call,Childcare Services,Free Wi-Fi","This 5 Star Resort in Delhi is located in Chanakyapuri . Full Address of property is 50-B, Diplomatic Enclave, Chanakyapuri (View On Map). This Resort have 3.9 Out of 5 Rating where 3.9 /5 for Cleanliness & 4.5 /5 for Location & 4 /5 for Security . Key amenities of this property are Doctor on Call & Childcare Services & Free Wi-Fi ."
The LaLiT New Delhi,Delhi,India,4.3,"6,750","Childcare Services,Free Wi-Fi,Restaurant","Location of the Hotel is Connaught Place View On Map ( Barakhamba Avenue, Connaught Place, City center, New Delhi ). It’s a 5 Star Hotel with overall Rating 4.3 Out of 5 where 4.5 /5 for Cleanliness & 5 /5 for Security & 4.7 /5 for Location . Top Facilities of this Hotel are Childcare Services & Free Wi-Fi & Restaurant ."
The Piccadily,Delhi,India,3.3,"4,465","Doctor on Call,Childcare Services,Free Wi-Fi","This 5 Star Hotel in Delhi is located in Janakpuri . Full Address of property is Janakpuri, District Centre Complex, Near Janak Puri West Metro Station (View On Map). This Hotel have 3.3 Out of 5 Rating where 4 /5 for Security & 3.9 /5 for Location & 3.5 /5 for Food . Key amenities of this property are Doctor on Call & Childcare Services & Free Wi-Fi ."
Hotel Trans International,Delhi,India,4.2,"1,871","Doctor on Call,Childcare Services,Free Wi-Fi","Location of the Hotel is Mahipalpur View On Map ( Plot No- A- 58, Road No-04 Mahipalpur, Near Venus Hotel, New Delhi - 110037 ). It’s a 3 Star Hotel with overall Rating 4.2 Out of 5 where 4.2 /5 for Cleanliness & 4.4 /5 for Location & 4.3 /5 for Room . Top Facilities of this Hotel are Doctor on Call & Childcare Services & Free Wi-Fi ."
The Park New Delhi,Delhi,India,3.8,"3,999","Doctor on Call,Childcare Services,Free Parking","This 5 Star Hotel in Delhi is located in Connaught Place . Full Address of property is 15, Parliament Street, Connaught place (View On Map). This Hotel have 3.8 Out of 5 Rating where 3.9 /5 for Cleanliness & 5 /5 for Security & 4.5 /5 for Location . Key amenities of this property are Doctor on Call & Childcare Services & Free Parking ."
"Golden Palm Suites,Dwarka",Delhi,India,4.3,"1,354","Free Wi-Fi,Power Backup,Free Parking","Location of the BnB is Sector 12 Dwarka View On Map ( Plot No 53, Sector 12 B, Dwarka, New Delhi 110075 Above Indian Bank (Formerly Allahabad Bank) ). Top Facilities of this BnB are Free Wi-Fi & Power Backup & Free Parking ."
Comfort Point Bed N Breakfast,Delhi,India,4.2,"1,192","Doctor on Call,Caretaker,Free Wi-Fi","Full Address of property is Posh South Delhi: A1/32 (A1 Block), Safdarjung Enclave (Behind Green Fields School), Delhi (View On Map). This BnB have 4.2 Out of 5 Rating where 4.3 /5 for Cleanliness & 4.3 /5 for Hospitality & 4.3 /5 for Location . Key amenities of this property are Doctor on Call & Caretaker & Free Wi-Fi ."
Red Fox Hotel Delhi Airport,Delhi,India,4.1,"3,760","Doctor on Call,Free Wi-Fi,Restaurant","Location of the Hotel is Indira Gandhi International Airport View On Map ( Asset No.6, Aerocity Hospitality District, IGI Airport, ). It’s a 3 Star Hotel with overall Rating 4.1 Out of 5 where 4.2 /5 for Cleanliness & 4.6 /5 for Location & 4.4 /5 for Security . Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Restaurant ."
The Orion Plaza,Delhi,India,4.1,"3,116","Free Wi-Fi,Free Parking,Restaurant","This 3 Star Hotel in Delhi is located in Near Nehru Place . Full Address of property is Cc-26,Nehru Enclave, Opposite Modi Towers,New Delhi-110019 (View On Map). This Hotel have 4.1 Out of 5 Rating where 4.3 /5 for Cleanliness & 4.5 /5 for Location & 4.3 /5 for Room . Key amenities of this property are Free Wi-Fi & Free Parking & Restaurant ."
Hotel Arch,Delhi,India,4.2,"1,261","Doctor on Call,Free Wi-Fi,Free Parking","Location of the Hotel is Mahipalpur View On Map ( Indira Gandhi International Airport, A-74, Rd Number 4, Block A, Mahipalpur Extension, Mahipalpur, ). It’s a 3 Star Hotel with overall Rating 4.2 Out of 5 where 4.4 /5 for Cleanliness & 4.3 /5 for Facilities & 4.2 /5 for Location . Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Free Parking ."
Roseate House New Delhi,Delhi,India,4.5,"7,149","Doctor on Call,Childcare Services,Free Wi-Fi","This 5 Star Hotel in Delhi is located in Indira Gandhi International Airport . Full Address of property is Plot No 10, GMR Hospitality District, Indira Gandhi International Airport, Aerocity (View On Map). This Hotel have 4.5 Out of 5 Rating where 4.6 /5 for Cleanliness & 4.6 /5 for Location & 4.6 /5 for Security . Key amenities of this property are Doctor on Call & Childcare Services & Free Wi-Fi ."
The Muse Sarovar Portico- Kapashera,Delhi,India,3.9,"3,215","Doctor on Call,Free Wi-Fi,Restaurant","Location of the Hotel is Near IGI Airport View On Map ( 88,89, Bijwasan Road, Kapashera, New Delhi ). It’s a 4 Star Hotel with overall Rating 3.9 Out of 5 where 4.2 /5 for Cleanliness & 4.5 /5 for Security & 4.2 /5 for Value for Money . Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Restaurant ."
"Hostie Ramsabagh Farm Villa, Delhi",Delhi,India,5.0,"28,934","Doctor on Call,Kitchenette,Caretaker","Full Address of property is Dera Mandi Road Kapoor Ramsabagh, 110074 New Delhi, India (View On Map). This Villa have 5 Out of 5 Rating where 5 /5 for Cleanliness & 4 /5 for Facilities & 4 /5 for Security . Key amenities of this property are Doctor on Call & Kitchenette & Caretaker ."
Pride Plaza Hotel Aerocity New Delhi,Delhi,India,4.1,"4,840","Doctor on Call,Free Wi-Fi,Free Parking","Location of the Hotel is Indira Gandhi International Airport View On Map ( Asset 5-A, Hospitality District, Aerocity, Indra Gandhi International Airport , New Delhi 110037 ). It’s a 5 Star Hotel with overall Rating 4.1 Out of 5 where 4.4 /5 for Cleanliness & 5 /5 for Security & 4.5 /5 for Location . Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Free Parking ."
Ginger Hotel Delhi Rail Yatri Niwas IRCTC,Delhi,India,3.8,"1,929","Free Wi-Fi,Power Backup,","This 3 Star Hotel in Delhi is located in Ajmere Gate . Full Address of property is New Delhi Railway Station, Bhav Bhutti Marg, (View On Map). This Hotel have 3.8 Out of 5 Rating where 4 /5 for Cleanliness & 4.3 /5 for Security & 4.3 /5 for Location . Key amenities of this property are Free Wi-Fi & Power Backup & Elevator/Lift ."
Trendy Bed and Breakfast,Delhi,India,4.4,"2,858","Doctor on Call,Kitchenette,Caretaker","Location of the BnB is South Delhi View On Map ( 9 B Mathura Road,Jangpura, New Delhi. Near Nizamuddin railway station. ). Top Facilities of this BnB are Doctor on Call & Kitchenette & Caretaker ."
juSTa Greater Kailash,Delhi,India,3.8,"2,758","Doctor on Call,Free Wi-Fi,Free Parking","This 4 Star Hotel in Delhi is located in South Delhi . Full Address of property is R-53, Greater Kailash 1 (View On Map). This Hotel have 3.8 Out of 5 Rating where 3.8 /5 for Cleanliness & 4.4 /5 for Location & 3.9 /5 for Hospitality . Key amenities of this property are Doctor on Call & Free Wi-Fi & Free Parking ."
Hotel SRV Plaza,Delhi,India,3.8,702,"Doctor on Call,Childcare Services,Free Wi-Fi","Location of the Hotel is Mahipalpur View On Map ( Road no 4,Block A, Mahipalpur,Near Delhi Airport,New Delhi ). It’s a 3 Star Hotel with overall Rating 3.8 Out of 5 where 4 /5 for Cleanliness & 4.2 /5 for Room & 4 /5 for Value for Money . Top Facilities of this Hotel are Doctor on Call & Childcare Services & Free Wi-Fi ."
The Ashtan Sarovar Portico,Delhi,India,3.9,"4,559","Doctor on Call,Free Wi-Fi,Restaurant","This 4 Star Hotel in Delhi is located in South Delhi . Full Address of property is C2, Green park Extension, Green Park Extn, Behind Gurudwara, Nr Greenpark Metro Station, New Delhi (View On Map). This Hotel have 3.9 Out of 5 Rating where 4.4 /5 for Cleanliness & 4.4 /5 for Location & 4.2 /5 for Hospitality . Key amenities of this property are Doctor on Call & Free Wi-Fi & Restaurant ."
bloomrooms @ link road,Delhi,India,4.1,"1,860","Doctor on Call,Free Wi-Fi,Free Parking","Location of the Hotel is South Delhi View On Map ( 7 link road, Jangpura extension, New Delhi - 110014 ). It’s a 3 Star Hotel with overall Rating 4.1 Out of 5 where 4.6 /5 for Cleanliness & 4.4 /5 for Security & 4.2 /5 for Room . Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Free Parking ."
Snow Valley Resorts,Shimla,India,4.3,"2,661","Doctor on Call,Free Wi-Fi,Free Parking","This 4 Star Hotel in Shimla is located in Ghora Chowki . Full Address of property is Snow Valley Resorts , Near DARGAH , Ghora Chowki , Kachi Ghati Shimla- 171005 (View On Map). This Hotel have 4.3 Out of 5 Rating where 4.3 /5 for Cleanliness & 5 /5 for Security & 4.3 /5 for Food . Key amenities of this property are Doctor on Call & Free Wi-Fi & Free Parking ."
Hotel Willow Banks,Shimla,India,4.2,"4,625","Doctor on Call,Free Wi-Fi,Restaurant","Location of the Hotel is Mall Road View On Map ( The Mall, Near Tourism lift ). It’s a 4 Star Hotel with overall Rating 4.2 Out of 5 where 4.2 /5 for Cleanliness & 5 /5 for Security & 4.6 /5 for Location . Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Restaurant ."
Honeymoon Inn,Shimla,India,4.4,"3,400","Free Wi-Fi,Restaurant,Conference Room","This 3 Star Hotel in Shimla is located in Mall Road . Full Address of property is The Mall, Shimla Near Chief Minister's House Phone 01772624967 01772624868 (View On Map). This Hotel have 4.4 Out of 5 Rating where 4.6 /5 for Cleanliness & 4.6 /5 for Hospitality & 4.6 /5 for Food . Key amenities of this property are Free Wi-Fi & Restaurant & Conference Room ."
Peaceful Apartment,Shimla,India,5.0,"5,734","Doctor on Call,Kitchenette,Caretaker","Location of the Homestay is Chotta Shimla View On Map ( Kaushal Niwas, Chotta Shimla, Near Woodville Palace Hotel, Shimla, Himachal Pradesh, 171002 ). Top Facilities of this Homestay are Doctor on Call & Kitchenette & Caretaker ."
Ashiana Clarks INN Shimla,Shimla,India,3.9,"3,572","Doctor on Call,Restaurant,Conference Room","This 3 Star Hotel in Shimla is located in Chotta Shimla . Full Address of property is Chotta Shimla, Near H.P Secretariat (View On Map). This Hotel have 3.9 Out of 5 Rating where 4.1 /5 for Security & 3.7 /5 for Hospitality & 3.7 /5 for Cleanliness . Key amenities of this property are Doctor on Call & Restaurant & Conference Room ."
Green Caravan Camps,Shimla,India,4.0,940,"Kitchenette,Caretaker,",Top Facilities of this Camp are Kitchenette & Caretaker & Tours and Treks .
The Silver Oak Home Stay,Shimla,India,4.2,"1,072","Doctor on Call,Kitchenette,Caretaker","Full Address of property is Chandermani Estate, Village - Khalag Ka Ghat, P.0. Jubbarhatti, Near Shimla Airport, Shimla, H.P (View On Map). This Homestay have 4.2 Out of 5 Rating where 4.3 /5 for Cleanliness & 4.5 /5 for Room & 4.3 /5 for Facilities . Key amenities of this property are Doctor on Call & Kitchenette & Caretaker ."
Radisson Jass Shimla,Shimla,India,4.4,"8,100","Free Wi-Fi,Restaurant,Conference Room","Location of the Hotel is Longwood View On Map ( Near Auckland Tunnel, Good Wood Estate, Lower Bharari Road Shankli ). It’s a 5 Star Hotel with overall Rating 4.4 Out of 5 where 4.5 /5 for Cleanliness & 5 /5 for Security & 4.5 /5 for Child friendliness . Top Facilities of this Hotel are Free Wi-Fi & Restaurant & Conference Room ."
The Mystique Loft,Shimla,India,4.0,"3,807","Kitchenette,Caretaker,Living Room","Full Address of property is 4 th floor, A-4 VERMA APARTMENT, Tutikandi, Below New ISBT, Shimla, Himachal Pradesh, 171004 (View On Map). This Homestay have 4 Out of 5 Rating where 4 /5 for Cleanliness & 4 /5 for Facilities & 4 /5 for Location . Key amenities of this property are Kitchenette & Caretaker & Living Room ."
Hotel Prashant,Shimla,India,3.9,"1,331","Doctor on Call,Room Service","Location of the Hotel is Near Jakhoo Temple View On Map ( BESIDE TOURISM LIFT, THE MALL ROAD, SHIMLA HIMACHAL PRADESH, Himachal Pradesh, 171001 ). It’s a 3 Star Hotel with overall Rating 3.9 Out of 5 where 3.8 /5 for Cleanliness & 4.4 /5 for Location & 3.9 /5 for Value for Money . Top Facilities of this Hotel are Doctor on Call & Room Service ."
Hotel Prestige,Shimla,India,3.5,"1,143","Doctor on Call,Free Wi-Fi,Restaurant",This 3 Star Hotel in Shimla is located in Mall Road . Full Address of property is Beside Lift The Mall Shimla Himachal Pradesh India (View On Map). This Hotel have 3.5 Out of 5 Rating where 3.5 /5 for Hospitality & 3.4 /5 for Food & 3.3 /5 for Location . Key amenities of this property are Doctor on Call & Free Wi-Fi & Restaurant .
New Cosmos,Shimla,India,3.5,"1,669","Doctor on Call,Free Wi-Fi,Power Backup",Location of the Resort is Mall Road View On Map ( The Mall Shimla- Talbout House Annexe ). It’s a 3 Star Resort with overall Rating 3.5 Out of 5 where 4 /5 for Location & 3.7 /5 for Hospitality & 3.5 /5 for Cleanliness . Top Facilities of this Resort are Doctor on Call & Free Wi-Fi & Power Backup .
CHANDEL HOME STAY,Shimla,India,4.0,868,"Caretaker,Free Parking,Housekeeping",Full Address of property is CHANDEL HOME STAY MIDDLE SHANGTI BELOW HIMACHAL PARDESH UNIVERSITY CAMPUS SUMMER HILL (View On Map). This Homestay have 4 Out of 5 Rating where 3.8 /5 for Cleanliness & 4.4 /5 for Room & 3.7 /5 for Location . Key amenities of this property are Caretaker & Free Parking & Housekeeping .
Hotel Le Talbot,Shimla,India,3.6,"1,311","Outdoor Sports,Restaurant,Room Service","Location of the Hotel is Near Jakhoo Temple View On Map ( NEAR TOURISM LIFT (OPP. OBEROI CLARKES) THE MALL ROAD, SHIMLA . 171001 ). It’s a 3 Star Hotel with overall Rating 3.6 Out of 5 where 4.3 /5 for Location & 3.7 /5 for Hospitality & 3.6 /5 for Child friendliness . Top Facilities of this Hotel are Outdoor Sports & Restaurant & Room Service ."
